Type,Item Code,Sales Description,Print as single line (sales),Print as single line (purchasing),Matrix Parent,Barcode,Serial Number,Item is active?,Item is Sold,Item is Purchased,Is Matrix,Commodity code,Amounts as percentage,Unit Price,Sales Units,Foreign Price 1,Foreign Price 1,Foreign Price 2,Foreign Price 2,Pays Commission,Unit Cost,Purchase Units,Foreign Cost 1,Foreign Cost 1,Foreign Cost 2,Foreign Cost 2,On Hand,On Sales Orders (Allocated),Free Stock,Average Cost,On Sales Orders (Not Allocated),Shortfall,On Purchase Orders,Stock Units,1 Purchase Unit =,1 Sales Unit =,Location,Last Stock Take,Units counted,Supplier Part number/Code,Supplier Description,Use on Purchase Documents,Default Order Type,Re-order level,Minimum Order Value,Minimum Order Quantity,Average Lead Time,Category 1,Category 2,Category 3,Category 4,Attribute 1,Attribute 2,Attribute 3,Attribute 4,Attribute 5,Attribute 6,Item Class,Image 1,Image 2,Image 3,Image 4,Item is Drop Shipped,Pack Separately,Weigh Before Shipping,Number of units per box,Shipping Instructions,Dimension Units,Height,Width,Length,Weight Units,Weight,Volume Units,Volume,Dimension Units,Height,Width,Length,Weight Units,Weight,Volume Units,Volume,Revenue/Income,Asset,Expense,Available in Portal Cart,Cart Mapping,Price Impact
Stock Item,09013,"Moylan's, Tippery Pale Ale (12 x 650ml)",,,,,,Y,Y,Y,N,,,77.11,Case(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,40,Case(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,12,,cm,25,35,25,kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,09014,"Moylan's, White Christmas Spiced Lager (12 x 650ml)",,,,,,Y,Y,Y,N,,,95.59,Case(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,40,Case(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,12,,cm,25,35,25,kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,10001,"Red Duck, Amber Ale (24 x 330ml)",,,,,,Y,Y,Y,N,,,74.15,Case(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,15,0,15,57.33866636525,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,7,Case(s),Supplier = Red Duck,None,None,None,None,None,None,None,None,None,,,,,N,N,N,24,,cm,25,35,25,kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,10002,"Red Duck, BB - Bumble Bee (24 x 330ml)",,,,,,Y,Y,Y,N,,,91.50,Case(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,7,Case(s),Supplier = Red Duck,None,None,None,None,None,None,None,None,None,,,,,N,N,N,24,,cm,25,35,25,kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,10003,"Red Duck, Bell Hop (24 x 330ml)",,,,,,Y,Y,Y,N,,,89.30,Case(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,7,Case(s),Supplier = Red Duck,None,None,None,None,None,None,None,None,None,,,,,N,N,N,24,,cm,25,35,25,kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,10004,"Red Duck, Bengal IPA (24 x 330ml)",,,,,,Y,Y,Y,N,,,81.40,Case(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,65.8528233703704,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,7,Case(s),Supplier = Red Duck,None,None,None,None,None,None,None,None,None,,,,,N,N,N,24,,cm,25,35,25,kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,22001,Golden Axe Cider - Inc $14.50 WET (24 x 330ml),,,,,,Y,Y,Y,N,,,64.50,Case(s),0.00,None,0.00,None,Y,50.00,Case(s),0.00,None,0.00,None,16,1,15,49.1691210400927,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Case(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,24,,Cm,25,35,25,Kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,22501,Golden Axe 30L Cider  - Inc $39.42 WET (30L Keg),,,,,,Y,Y,Y,N,,,135.95,Keg(s),0.00,None,0.00,None,Y,117.31,Keg(s),0.00,None,0.00,None,0,0,0,44.6255560980903,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Keg(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,24,,Cm,52,40,40,Kg,30,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,23001,"Dainton, Red Eye Rye (24 x 330ml)",,,,,,Y,Y,Y,N,,,97.90,Case(s),0.00,None,0.00,None,Y,57.50,Case(s),0.00,None,0.00,None,53,0,53,78.9165544181034,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Case(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,24,,Cm,25,35,25,Kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,23501,"Dainton, KEG Red Eye Rye (50L Keg)",,,,,,Y,Y,Y,N,,,315.00,Keg(s),0.00,None,0.00,None,Y,250.00,Keg(s),0.00,None,0.00,None,2,0,2,477.610000157895,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Keg(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,24,,Cm,52,42,42,Kg,65,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,10005,"Red Duck, Burton (12 x 500ml)",,,,,,Y,Y,Y,N,,,71.40,Case(s),0.00,None,0.00,None,Y,71.40,Each,0.00,None,0.00,None,2,0,2,53.3999989827474,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,7,Case(s),Supplier = Red Duck,None,None,None,None,None,None,None,None,None,,,,,N,N,N,24,,cm,25,35,25,kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,10040,"Red Duck, Von Duck (24 x 330ml)",,,,,,Y,Y,Y,N,,,87.80,Case(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,2.68834951456311,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Case(s),Supplier = Red Duck,None,None,None,None,None,None,None,None,None,,,,,N,N,N,24,,cm,25,35,25,kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,10041,"Red Duck, Bopple Duck (24 x 330ml)",,,,,,Y,Y,Y,N,,,99.80,Case(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,81.8000030517578,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Case(s),Supplier = Red Duck,None,None,None,None,None,None,None,None,None,,,,,N,N,N,24,,cm,25,35,25,kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,10006,"Red Duck, BVP - Belgian Vanilla Porter (24 x 330ml)",,,,,,Y,Y,Y,N,,,102.00,Case(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,73.4,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,7,Case(s),Supplier = Red Duck,None,None,None,None,None,None,None,None,None,,,,,N,N,N,24,,cm,25,35,25,kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,10007,"Red Duck, Gnaume (24 x 330ml)",,,,,,Y,Y,Y,N,,,89.90,Case(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,7,Case(s),Supplier = Red Duck,None,None,None,None,None,None,None,None,None,,,,,N,N,N,24,,cm,25,35,25,kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,10008,"Red Duck, Golden Dragon (24 x 330ml)",,,,,,Y,Y,Y,N,,,122.00,Case(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,7,Case(s),Supplier = Red Duck,None,None,None,None,None,None,None,None,None,,,,,N,N,N,24,,cm,25,35,25,kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,10009,"Red Duck, Gruiter (24 x 330ml)",,,,,,Y,Y,Y,N,,,99.00,Case(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,7,Case(s),Supplier = Red Duck,None,None,None,None,None,None,None,None,None,,,,,N,N,N,24,,cm,25,35,25,kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,10010,"Red Duck, Hop Bach (12 x 750ml)",,,,,,Y,Y,Y,N,,,165.80,Case(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,7,Case(s),Supplier = Red Duck,None,None,None,None,None,None,None,None,None,,,,,N,N,N,12,,cm,25,35,25,kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,10011,"Red Duck, Hoppy Amber (24 x 330ml)",,,,,,Y,Y,Y,N,,,75.90,Case(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,58.299999,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,7,Case(s),Supplier = Red Duck,None,None,None,None,None,None,None,None,None,,,,,N,N,N,24,,cm,25,35,25,kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,10012,"Red Duck, K2 (24 x 330ml)",,,,,,N,Y,Y,N,,,61.40,Case(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,1,0,1,47.400002,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,7,Case(s),Supplier = Red Duck,None,None,None,None,None,None,None,None,None,,,,,N,N,N,24,,cm,25,35,25,kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,10013,"Red Duck, Long Shot (24 x 330ml)",,,,,,Y,Y,Y,N,,,102.00,Case(s),0.00,None,0.00,None,N,0.00,Each,0.00,None,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,7,Case(s),Supplier = Red Duck,None,None,None,None,None,None,None,None,None,,,,,N,N,N,24,,cm,25,35,25,kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,23502,"Dainton, 30L Red Eye Rye (30L Keg)",,,,,,Y,Y,Y,N,,,274.00,Keg(s),0.00,None,0.00,None,Y,214.00,Keg(s),0.00,None,0.00,None,0,0,0,217.800003,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Keg(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,24,,Cm,52,42,42,Kg,30,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,10014,"Red Duck, Kolsch (24 x 330ml)",,,,,,Y,Y,Y,N,,,65.27,Case(s),0.00,None,0.00,None,N,48.30,Each,0.00,None,0.00,None,33,0,33,48.3000014467753,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,7,Case(s),Supplier = Red Duck,None,None,None,None,None,None,None,None,None,,,,,N,N,N,24,,cm,25,35,25,kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,10015,"Red Duck, Pale Ale (24 x 330ml)",,,,,,Y,Y,Y,N,,,69.70,Case(s),0.00,None,0.00,None,Y,54.20,Each,0.00,None,0.00,None,50,0,50,54.2000163915959,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,7,Case(s),Supplier = Red Duck,None,None,None,None,None,None,None,None,None,,,,,N,N,N,24,,cm,25,35,25,kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,10016,"Red Duck, Porter (24 x 330ml)",,,,,,Y,Y,Y,N,,,79.70,Case(s),0.00,None,0.00,None,Y,61.30,Each,0.00,None,0.00,None,13,0,13,61.2950113082401,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,7,Case(s),Supplier = Red Duck,None,None,None,None,None,None,None,None,None,,,,,N,N,N,24,,cm,25,35,25,kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,10017,"Red Duck, Queen Bee (24 x 330ml)",,,,,,Y,Y,Y,N,,,99.80,Case(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,7,Case(s),Supplier = Red Duck,None,None,None,None,None,None,None,None,None,,,,,N,N,N,24,,cm,25,35,25,kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,10042,"Red Duck, Gruitiest (24 x 330ml)",,,,,,Y,Y,Y,N,,,89.30,Case(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,71.3000030517578,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Case(s),Supplier = Red Duck,None,None,None,None,None,None,None,None,None,,,,,N,N,N,24,,cm,25,35,25,kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,10018,"Red Duck, RA#2 (24 x 330ml)",,,,,,Y,Y,Y,N,,,138.00,Case(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,7,Case(s),Supplier = Red Duck,None,None,None,None,None,None,None,None,None,,,,,N,N,N,24,,cm,25,35,25,kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,21502,"Boneyard, KEG Red Ale (30L Keg)",,,,,,Y,Y,Y,N,,,235.00,Keg(s),0.00,None,0.00,None,Y,180.00,Case(s),0.00,None,0.00,None,0,0,0,180,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Keg(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,24,,Cm,52,40,40,Kg,30,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,10019,"Red Duck, Rebellion (12 x 750ml)",,,,,,Y,Y,Y,N,,,139.50,Case(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,7,Case(s),Supplier = Red Duck,None,None,None,None,None,None,None,None,None,,,,,N,N,N,12,,cm,25,35,25,kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,10020,"Red Duck, Red Admiral (24 x 330ml)",,,,,,Y,Y,Y,N,,,96.00,Case(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,7,Case(s),Supplier = Red Duck,None,None,None,None,None,None,None,None,None,,,,,N,N,N,24,,cm,25,35,25,kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,10043,"Red Duck, Canard De Garde (24 x 330ml)",,,,,,Y,Y,Y,N,,,105.80,Case(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,87.7999965122768,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Case(s),Supplier = Red Duck,None,None,None,None,None,None,None,None,None,,,,,N,N,N,24,,cm,25,35,25,kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,10021,"Red Duck, Pale Rider (24 x 330ml)",,,,,,Y,Y,Y,N,,,75.90,Case(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,60.1587526136364,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,7,Case(s),Supplier = Red Duck,None,None,None,None,None,None,None,None,None,,,,,N,N,N,24,,cm,25,35,25,kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,10022,"Red Duck, Sexy Thing (12 x 500ml)",,,,,,Y,Y,Y,N,,,89.31,Case(s),0.00,None,0.00,None,Y,54.90,Each,0.00,None,0.00,None,0,0,0,69.9599990844727,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,7,Case(s),Supplier = Red Duck,None,None,None,None,None,None,None,None,None,,,,,N,N,N,24,,cm,25,35,25,kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,10023,"Red Duck, SLAP - Smells Like a Pony (24 x 330ml)",,,,,,Y,Y,Y,N,,,149.00,Case(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,7,Case(s),Supplier = Red Duck,None,None,None,None,None,None,None,None,None,,,,,N,N,N,24,,cm,25,35,25,kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,10024,"Red Duck, The Bear (24 x 330ml)",,,,,,Y,Y,Y,N,,,122.00,Case(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,7,Case(s),Supplier = Red Duck,None,None,None,None,None,None,None,None,None,,,,,N,N,N,24,,cm,25,35,25,kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,10025,"Red Duck, The Ox (24 x 330ml)",,,,,,Y,Y,Y,N,,,146.00,Case(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,128,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,7,Case(s),Supplier = Red Duck,None,None,None,None,None,None,None,None,None,,,,,N,N,N,24,,cm,25,35,25,kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,10026,"Red Duck, The Tiger (24 x 330ml)",,,,,,Y,Y,Y,N,,,89.40,Case(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,7,Case(s),Supplier = Red Duck,None,None,None,None,None,None,None,None,None,,,,,N,N,N,24,,cm,25,35,25,kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,10027,"Red Duck, Topaz (24 x 330ml)",,,,,,Y,Y,Y,N,,,86.70,Case(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,7,Case(s),Supplier = Red Duck,None,None,None,None,None,None,None,None,None,,,,,N,N,N,24,,cm,25,35,25,kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,10028,"Red Duck, White Garden (24 x 330ml)",,,,,,Y,Y,Y,N,,,89.00,Case(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,69.8000026393581,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,7,Case(s),Supplier = Red Duck,None,None,None,None,None,None,None,None,None,,,,,N,N,N,24,,cm,25,35,25,kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,11001,"Soegaards Bryghus, Espresso Stout (8 x 500ml)",,,,,,Y,Y,Y,N,,,64.40,Case(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,60,Case(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,8,,cm,25,35,25,kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,12001,"Topaz Fix, Beer Here / Northdown / Tafe SA collaboration (24 x 330ml)",,,,,,Y,Y,Y,N,,,0.00,Case(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,60,Case(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,24,,cm,25,35,25,kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,02020,"Baird, Wabi-Sabi Japan Pale Ale (24 x 330ml)",,,,,,Y,Y,Y,N,,,99.15,Case(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,24,0,24,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Case(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,24,,cm,25,35,25,kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,02514,"Baird, KEG Wabi-Sabi Japan IPA (20L keg)",,,,,,Y,Y,Y,N,,,229.91,Keg(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Keg(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,1,,cm,45,40,40,kg,30,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,23503,"Dainton, 30L The Good Son Golden Ale (30L Keg)",,,,,,Y,Y,Y,N,,,244.50,Keg(s),0.00,None,0.00,None,Y,195.00,Keg(s),0.00,None,0.00,None,0,0,0,206.658161428571,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Keg(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,1,,Cm,52,42,42,Kg,30,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,23002,"Dainton, The Good Son Golden Ale (12 x 500ml)",,,,,,Y,Y,Y,N,,,67.50,Case(s),0.00,None,0.00,None,Y,51.50,Case(s),0.00,None,0.00,None,0,0,0,48.8199996948242,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Case(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,1,,Cm,25,35,25,Kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,23504,"Dainton, KEG The Good Son Golden Ale (50L Keg)",,,,,,Y,Y,Y,N,,,273.50,Keg(s),0.00,None,0.00,None,Y,205.00,Keg(s),0.00,None,0.00,None,0,0,0,215.546875,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Keg(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,1,,Cm,52,42,42,Kg,30,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,10044,"Red Duck, Sabre Tooth (24 x 330ml)",,,,,,Y,Y,Y,N,,,126.00,Case(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,108,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Case(s),Supplier = Red Duck,None,None,None,None,None,None,None,None,None,,,,,N,N,N,1,,cm,25,35,25,kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,22002,"Kaiju, Hopped Out Red (12 x 500ml)",,,,,,Y,Y,Y,N,,,84.50,Case(s),0.00,None,0.00,None,Y,66.50,Case(s),0.00,None,0.00,None,-11,3,-14,65.859651586329,0,14,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Case(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,1,,Cm,25,35,25,Kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,22502,"Kaiju, KEG Hopped Out Red (50L Keg)",,,,,,Y,Y,Y,N,,,350.00,Keg(s),0.00,None,0.00,None,Y,295.00,Keg(s),0.00,None,0.00,None,1,3,-2,295,0,2,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Keg(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,1,,Cm,52,40,40,Kg,30,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,06508,"Evil Twin, KEG Hipster Ale (20L Keg)",,,,,,Y,Y,Y,N,,,213.33,Keg(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Keg(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,1,,cm,45,40,40,kg,30,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,06015,"Evil Twin, Yin Imperial Stout (24 x 355ml)",,,,,,Y,Y,Y,N,,,128.59,Case(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,4,1,3,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Case(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,1,,cm,25,35,25,kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,06016,"Evil Twin, Yang Imperial IPA(24 x 355ml)",,,,,,Y,Y,Y,N,,,128.59,Case(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,4,1,3,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Case(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,1,,cm,25,35,25,kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,06017,"Evil Twin, Molotov Cocktail (24 x 355ml)",,,,,,Y,Y,Y,N,,,152.08,Case(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,2,-2,0,0,2,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Case(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,1,,cm,25,35,25,kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
